year,month,day,statefips,gps_census_fips_code,gps_retail_and_recreation,gps_grocery_and_pharmacy,gps_parks,gps_transit_stations,gps_workplaces,gps_residential,gps_away_from_home
2020,2,15,1,.,0.05,0.02,0.39,0.07,0.02,-0.01,0.0175
2020,2,15,2,.,0.05,0.03,0.14,0.02,0.01,0,-1.02E-07
2020,2,15,4,.,0.03,0.02,0.13,0.03,-0.01,0,-1.02E-07
2020,2,15,5,.,0.03,0.02,0.08,-0.03,0.01,0,-1.02E-07
2020,2,15,6,.,0.01,0.01,0.19,0.01,-0.01,0,-1.02E-07
2020,2,15,8,.,0.02,0.03,-0.16,-0.01,0.01,0,-1.02E-07
2020,2,15,9,.,0.04,-0.04,0.16,0.08,-0.02,0,-1.02E-07
2020,2,15,10,.,0.07,0.02,0.19,0.2,0.02,0,-1.02E-07
2020,2,15,11,110,-0.02,-0.02,0.13,-0.02,-0.02,-0.01,0.0175
2020,2,15,12,.,0.02,0,0.09,0.02,-0.01,-0.01,0.0175
2020,2,15,13,.,0.05,0.01,0.42,0.04,0.01,-0.01,0.0175
2020,2,15,15,.,0.02,0.02,0.19,0.04,-0.01,0,-1.02E-07
2020,2,15,16,.,0.03,0.03,0.07,0,-0.01,0,-1.02E-07
2020,2,15,17,.,0.04,0.03,0.1,0.03,0.03,-0.01,0.0175
2020,2,15,18,.,0.09,0.04,0.16,0.07,0,-0.01,0.0175
2020,2,15,19,.,0.08,0.13,0.24,0,0.03,-0.01,0.0175
2020,2,15,20,.,0.04,0,0.09,0.02,0.02,0,-1.02E-07
2020,2,15,21,.,0.08,0.04,0.37,0.09,0.01,-0.01,0.0175
2020,2,15,22,.,0.08,0.06,0.26,0.13,0.02,-0.01,0.0175
2020,2,15,23,.,0.04,-0.03,-0.06,0.13,-0.03,0.01,-0.0175
2020,2,15,24,.,0.02,0,0.04,0.01,0,-0.01,0.0175
2020,2,15,25,.,0.02,-0.04,0,0.03,-0.02,0,-1.02E-07
2020,2,15,26,.,0.02,0,0.15,0.05,0.04,0,-1.02E-07
2020,2,15,27,.,0.06,0.02,0.13,0.05,0.01,-0.01,0.0175
2020,2,15,28,.,0.08,0.06,0.17,0.08,0.01,-0.01,0.0175
2020,2,15,29,.,0.05,0.04,0.11,0.01,0.04,-0.01,0.0175
2020,2,15,30,.,0.04,0.02,-0.08,0.02,0,0,-1.02E-07
2020,2,15,31,.,0.09,0.05,0.37,-0.01,-0.01,-0.01,0.0175
2020,2,15,32,.,0.03,0.02,0.08,0.02,-0.02,0,-1.02E-07
2020,2,15,33,.,0.03,-0.02,0.06,0.18,0.02,0,-1.02E-07
2020,2,15,34,.,0.03,-0.03,0.05,0.02,0.01,0,-1.02E-07
2020,2,15,35,.,0.05,0.08,0.21,0.02,0,-0.01,0.0175
2020,2,15,36,.,0.03,-0.04,-0.02,-0.04,0.01,0,-1.02E-07
2020,2,15,37,.,0.06,-0.01,0.23,0.04,-0.01,-0.01,0.0175
2020,2,15,38,.,0.07,-0.02,-0.01,0.05,0.01,-0.01,0.0175
2020,2,15,39,.,0.05,0,0.15,0.01,0,0,-1.02E-07
2020,2,15,40,.,0.04,0.02,0.07,0.02,0.01,0,-1.02E-07
2020,2,15,41,.,0.02,-0.03,-0.05,-0.01,-0.01,0,-1.02E-07
2020,2,15,42,.,0.05,-0.01,0.13,0.03,0,0,-1.02E-07
2020,2,15,44,.,0.01,-0.04,0.15,0.02,-0.01,0,-1.02E-07
2020,2,15,45,.,0.07,0.03,0.39,0.05,0,-0.01,0.0175
2020,2,15,46,.,0.07,0.06,0.04,0.03,-0.01,0,-1.02E-07
2020,2,15,47,.,0.07,0.04,0.54,0.04,0.03,-0.01,0.0175
2020,2,15,48,.,0.03,0.03,0.12,0.03,0.01,-0.01,0.0175
2020,2,15,49,.,0.02,0.03,0.25,0,0,0,-1.02E-07
2020,2,15,50,.,0.1,0.02,0.24,0.08,0,0,-1.02E-07
2020,2,15,51,.,0.02,0.02,0.03,0.04,0,0,-1.02E-07
2020,2,15,53,.,0.02,-0.01,0.08,0.08,-0.03,0,-1.02E-07
2020,2,15,54,.,0.07,-0.03,0.17,0,0,0,-1.02E-07
2020,2,15,55,.,0.07,0.06,0.22,0.03,0.03,-0.01,0.0175
2020,2,15,56,.,0.04,0.03,0.01,-0.05,0.01,0,-1.02E-07
2020,2,16,1,.,0,-0.02,-0.07,0.03,-0.01,0.01,-0.0203
2020,2,16,2,.,0.15,0.05,0.29,0.06,0.01,-0.01,0.0203
2020,2,16,4,.,0.07,0.03,0.3,0.03,0,-0.01,0.0203
2020,2,16,5,.,0.05,0.04,0.32,0,0.01,-0.01,0.0203
2020,2,16,6,.,0.05,0,0.31,0.01,-0.01,-0.01,0.0203
2020,2,16,8,.,0.07,0.05,-0.07,0.03,0.01,0,-1.14E-07
2020,2,16,9,.,0.05,-0.05,-0.04,0.03,0,0,-1.14E-07
2020,2,16,10,.,0.06,0.02,0.21,0.04,0.02,-0.01,0.0203
2020,2,16,11,110,0.06,-0.01,0.37,0.03,0,-0.01,0.0203
2020,2,16,12,.,0.04,0.01,0.08,0.02,-0.02,0,-1.14E-07
2020,2,16,13,.,-0.02,-0.05,-0.19,-0.05,-0.03,0.01,-0.0203
2020,2,16,15,.,0.04,0.03,0.15,0.04,-0.01,-0.01,0.0203
2020,2,16,16,.,0.11,0.03,0.14,0,-0.01,0,-1.14E-07
2020,2,16,17,.,0.08,0.02,0.29,0.03,0.02,-0.01,0.0203
2020,2,16,18,.,0.08,0.03,0.34,0.05,0.01,-0.01,0.0203
2020,2,16,19,.,0.1,0.18,0.16,-0.04,0.02,-0.01,0.0203
2020,2,16,20,.,0.15,0.03,0.23,0.06,0.01,-0.01,0.0203
2020,2,16,21,.,0.03,0,0.25,0.03,0,0,-1.14E-07
2020,2,16,22,.,0.05,0.03,-0.03,0.08,-0.01,0,-1.14E-07
2020,2,16,23,.,0.14,0.08,0.47,0.17,0.03,-0.02,0.0407
2020,2,16,24,.,0.05,0,0.2,-0.01,0,-0.01,0.0203
2020,2,16,25,.,0.06,-0.04,0.03,-0.01,0,0,-1.14E-07
2020,2,16,26,.,0.09,0.04,0.45,0.04,0.03,-0.01,0.0203
2020,2,16,27,.,0.09,0.02,0.11,-0.03,0.01,-0.01,0.0203
2020,2,16,28,.,0.03,0.01,-0.12,0.04,-0.01,0.01,-0.0203
2020,2,16,29,.,0.13,0.07,0.45,0.03,0.03,-0.01,0.0203
2020,2,16,30,.,0.09,0.02,-0.01,0.08,0,0,-1.14E-07
2020,2,16,31,.,0.11,0.08,0.44,0,0.04,-0.01,0.0203
2020,2,16,32,.,0.06,0.03,0.36,0.01,0,-0.01,0.0203
2020,2,16,33,.,0.1,0,0.21,0.11,0.04,-0.01,0.0203
2020,2,16,34,.,0.04,-0.04,0.2,0,0,0,-1.14E-07
2020,2,16,35,.,0.1,0.09,0.33,0.07,0.01,-0.01,0.0203
2020,2,16,36,.,0.07,-0.03,0.13,0,0,-0.01,0.0203
2020,2,16,37,.,0.03,-0.03,-0.05,-0.01,-0.01,0,-1.14E-07
2020,2,16,38,.,0.09,0,0.1,0.04,0.01,-0.01,0.0203
2020,2,16,39,.,0.06,0.01,0.25,0,0.01,-0.01,0.0203
2020,2,16,40,.,0.05,0.01,0.17,0.01,0.01,0,-1.14E-07
2020,2,16,41,.,0.14,0.03,0.33,0.03,0,-0.01,0.0203
2020,2,16,42,.,0.09,0.01,0.29,0,0.01,-0.01,0.0203
2020,2,16,44,.,0.09,-0.04,0.12,0.07,0.01,-0.01,0.0203
2020,2,16,45,.,0.03,-0.01,-0.09,0.11,-0.01,0,-1.14E-07
2020,2,16,46,.,0.15,0.11,0.28,0.01,0.01,-0.02,0.0407
2020,2,16,47,.,0.06,0.01,0.29,0.03,0.01,-0.01,0.0203
2020,2,16,48,.,0.08,0.03,0.2,0.04,0.01,-0.01,0.0203
2020,2,16,49,.,0.05,0.03,-0.03,-0.08,-0.03,0,-1.14E-07
2020,2,16,50,.,0.22,0.11,0.47,0.12,0.04,-0.02,0.0407
2020,2,16,51,.,0.04,0,0.09,-0.01,0,0,-1.14E-07
2020,2,16,53,.,0.15,0.03,0.19,0.05,-0.01,-0.01,0.0203
2020,2,16,54,.,0.07,0.01,0.28,0.03,0.01,0,-1.14E-07
2020,2,16,55,.,0.12,0.06,0.34,-0.01,0.02,-0.02,0.0407
2020,2,16,56,.,0.05,0.02,0,-0.12,0.01,0,-1.14E-07
2020,2,17,1,.,0.03,0,0.17,0.07,-0.17,0.04,-0.0474
2020,2,17,2,.,0.03,-0.02,0.09,-0.06,-0.33,0.08,-0.0948
2020,2,17,4,.,0.09,0.01,0.35,0.01,-0.25,0.05,-0.0592
2020,2,17,5,.,0.01,-0.02,0.07,-0.01,-0.16,0.05,-0.0592
2020,2,17,6,.,0.09,0.01,0.44,-0.12,-0.38,0.08,-0.0948
2020,2,17,8,.,0.05,0.02,0.04,-0.04,-0.2,0.05,-0.0592
2020,2,17,9,.,0.11,0.01,0.33,-0.01,-0.29,0.06,-0.0711
2020,2,17,10,.,0.12,0.02,0.35,0.06,-0.23,0.04,-0.0474
2020,2,17,11,110,-0.1,-0.12,0.21,-0.39,-0.52,0.11,-0.13
2020,2,17,12,.,0.05,0.01,0.24,0,-0.19,0.04,-0.0474
2020,2,17,13,.,0.04,0.01,0.24,0,-0.19,0.04,-0.0474
2020,2,17,15,.,0.05,-0.04,0.14,-0.02,-0.47,0.11,-0.13
2020,2,17,16,.,0.1,0.04,0.44,0,-0.25,0.03,-0.0355
2020,2,17,17,.,0.02,-0.03,-0.14,-0.13,-0.23,0.06,-0.0711
2020,2,17,18,.,0.05,-0.03,-0.04,0.02,-0.13,0.04,-0.0474
2020,2,17,19,.,-0.02,0.05,-0.08,-0.07,-0.08,0.04,-0.0474
2020,2,17,20,.,0.07,0,0.55,0.02,-0.15,0.03,-0.0355
2020,2,17,21,.,0.03,-0.02,0.24,0.03,-0.12,0.04,-0.0474
2020,2,17,22,.,0.02,0,0.14,0.04,-0.03,0.02,-0.0237
2020,2,17,23,.,0.15,0.05,0.32,0.12,-0.33,0.06,-0.0711
2020,2,17,24,.,0.08,-0.01,0.4,-0.18,-0.33,0.08,-0.0948
2020,2,17,25,.,0.11,-0.02,0.32,-0.26,-0.42,0.09,-0.107
2020,2,17,26,.,0.01,-0.02,0.01,-0.02,-0.13,0.04,-0.0474
2020,2,17,27,.,0.04,-0.01,0.05,-0.06,-0.22,0.05,-0.0592
2020,2,17,28,.,0.02,0.02,-0.01,0.01,-0.15,0.04,-0.0474
2020,2,17,29,.,0.04,0.02,0.08,-0.02,-0.2,0.05,-0.0592
2020,2,17,30,.,0.06,0.01,0.1,-0.02,-0.24,0.05,-0.0592
2020,2,17,31,.,0.07,0.01,0.13,0.01,-0.14,0.04,-0.0474
2020,2,17,32,.,0.05,0,0.31,-0.02,-0.28,0.06,-0.0711
2020,2,17,33,.,0.21,0.08,0.55,0.13,-0.21,0.05,-0.0592
2020,2,17,34,.,0.14,0.01,0.63,-0.15,-0.36,0.08,-0.0948
2020,2,17,35,.,0.08,0.06,0.35,0.07,-0.26,0.04,-0.0474
2020,2,17,36,.,0.07,-0.02,0.23,-0.22,-0.37,0.09,-0.107
2020,2,17,37,.,0.05,0.02,0.46,0.06,-0.11,0.02,-0.0237
2020,2,17,38,.,0.09,-0.03,0.04,0.01,-0.21,0.05,-0.0592
2020,2,17,39,.,0.05,-0.02,0.09,-0.01,-0.19,0.05,-0.0592
2020,2,17,40,.,0.03,-0.01,0.28,0.02,-0.19,0.05,-0.0592
2020,2,17,41,.,0.1,0.02,0.74,-0.03,-0.25,0.04,-0.0474
2020,2,17,42,.,0.08,-0.01,0.43,-0.11,-0.21,0.05,-0.0592
2020,2,17,44,.,0.13,-0.03,0.91,-0.13,-0.31,0.07,-0.0829
2020,2,17,45,.,0.06,0.02,0.37,0.08,-0.15,0.03,-0.0355
2020,2,17,46,.,0.03,0,-0.07,0.04,-0.23,0.06,-0.0711
2020,2,17,47,.,0.06,-0.02,0.46,0.04,-0.15,0.04,-0.0474
2020,2,17,48,.,0.06,0.02,0.21,0.02,-0.18,0.04,-0.0474
2020,2,17,49,.,0.18,0.08,0.41,-0.07,-0.39,0.07,-0.0829
2020,2,17,50,.,0.19,0.09,0.41,0.19,-0.18,0.04,-0.0474
2020,2,17,51,.,0.08,0.02,0.41,-0.06,-0.27,0.06,-0.0711
2020,2,17,53,.,0.12,0.02,0.63,-0.07,-0.35,0.06,-0.0711
2020,2,17,54,.,0.05,-0.02,0.14,0.03,-0.15,0.04,-0.0474
2020,2,17,55,.,-0.06,-0.02,-0.01,-0.07,-0.05,0.03,-0.0355
2020,2,17,56,.,0.02,0.02,0.02,0.06,-0.26,0.06,-0.0711
2020,2,18,1,.,-0.04,-0.03,-0.11,-0.01,0.01,0.02,-0.0195
2020,2,18,2,.,-0.02,-0.02,0.01,0.04,-0.02,0.02,-0.0195
2020,2,18,4,.,0.02,0.02,0.14,0.06,0.02,0,0
2020,2,18,5,.,-0.03,-0.04,-0.03,-0.02,0,0.01,-0.00977
2020,2,18,6,.,0,0,0.16,0.03,0,0,0
2020,2,18,8,.,-0.05,-0.04,-0.18,0.01,-0.04,0.03,-0.0293
2020,2,18,9,.,-0.01,-0.05,-0.14,0,-0.08,0.03,-0.0293
2020,2,18,10,.,0.04,0,0.32,0.07,0.03,-0.01,0.00977
2020,2,18,11,110,-0.05,-0.02,0.13,-0.03,-0.05,0.01,-0.00977
2020,2,18,12,.,0.03,0.02,0.13,0.06,0.01,0,0
2020,2,18,13,.,-0.04,-0.05,-0.23,0.01,-0.05,0.03,-0.0293
2020,2,18,15,.,0,-0.02,0.01,0.06,-0.01,0.01,-0.00977
2020,2,18,16,.,0.01,0.03,0.2,0.09,0.01,0,0
2020,2,18,17,.,0.01,-0.01,0.05,0.02,0.01,0,0
2020,2,18,18,.,0.01,-0.01,0.03,0.04,0.02,0,0
2020,2,18,19,.,-0.03,0.06,0.05,-0.01,0.01,0,0
2020,2,18,20,.,0.03,-0.01,0.18,0,0,0,0
2020,2,18,21,.,-0.03,-0.03,-0.07,0,0.02,0.01,-0.00977
2020,2,18,22,.,0.03,0.02,0.13,0.03,0.01,0,0
2020,2,18,23,.,-0.09,-0.07,-0.08,0.04,-0.13,0.05,-0.0488
2020,2,18,24,.,0.02,0,0.21,0.04,0.02,0,0
2020,2,18,25,.,-0.04,-0.1,-0.18,-0.04,-0.1,0.03,-0.0293
2020,2,18,26,.,-0.02,-0.04,-0.04,0.02,-0.06,0.02,-0.0195
2020,2,18,27,.,-0.02,-0.01,-0.09,0.06,-0.01,0.01,-0.00977
2020,2,18,28,.,-0.02,0,-0.02,0,0.01,0.01,-0.00977
2020,2,18,29,.,0,-0.02,0.11,0.02,0.02,0,0
2020,2,18,30,.,-0.02,-0.01,-0.02,0.01,0.02,0,0
2020,2,18,31,.,0.05,0.02,0.24,0.06,0.02,0,0
2020,2,18,32,.,0.02,0.01,0.06,0.04,0.01,0,0
2020,2,18,33,.,-0.12,-0.11,-0.06,0.12,-0.01,0.03,-0.0293
2020,2,18,34,.,0.01,0,0.05,0.02,-0.01,0.01,-0.00977
2020,2,18,35,.,0.04,0.06,0.15,0.04,0.03,-0.01,0.00977
2020,2,18,36,.,-0.02,-0.05,-0.04,-0.05,-0.1,0.03,-0.0293
2020,2,18,37,.,0.01,0,0.14,0.06,0.01,0,0
2020,2,18,38,.,-0.02,-0.04,-0.05,0.06,-0.01,0.01,-0.00977
2020,2,18,39,.,0,-0.01,0.06,0.03,0.02,0,0
2020,2,18,40,.,0,-0.01,0.08,0.02,0,0,0
2020,2,18,41,.,0.04,0.02,0.42,0.05,0.01,0,0
2020,2,18,42,.,0.01,-0.02,0.12,0.02,0.01,0,0
2020,2,18,44,.,0,-0.07,-0.11,-0.03,-0.09,0.03,-0.0293
2020,2,18,45,.,-0.01,-0.01,-0.11,0.02,0.01,0.02,-0.0195
2020,2,18,46,.,-0.05,0.01,-0.02,0,-0.01,0.01,-0.00977
2020,2,18,47,.,-0.03,-0.03,-0.11,-0.01,0.01,0.01,-0.00977
2020,2,18,48,.,-0.01,-0.01,-0.04,0.03,0.01,0,0
2020,2,18,49,.,0.01,0.05,0.2,0.02,0.02,0,0
2020,2,18,50,.,-0.05,-0.04,-0.03,0.09,-0.04,0.03,-0.0293
2020,2,18,51,.,0.01,0.02,0.22,0.04,0.03,0,0
2020,2,18,53,.,0.05,0.02,0.52,0.07,-0.04,0,0
2020,2,18,54,.,0.03,-0.01,0.05,0.05,0.01,0,0
2020,2,18,55,.,-0.01,0,0.17,0.03,0,0,0
2020,2,18,56,.,0.02,0.04,0.03,0.05,0.03,0,0
2020,2,19,1,.,0.04,0.01,0.06,0.04,0.01,0,0
2020,2,19,2,.,0,-0.02,0.01,0.04,-0.03,0.02,-0.0224
2020,2,19,4,.,0.04,0.02,0.14,0.07,0.01,0,0
2020,2,19,5,.,0.04,0.01,0.24,0,0.03,-0.01,0.0112
2020,2,19,6,.,0,0,0.13,0.01,0,0,0
2020,2,19,8,.,-0.06,-0.04,-0.21,-0.02,0,0.02,-0.0224
2020,2,19,9,.,0.02,-0.01,0.12,0.04,0,0,0
2020,2,19,10,.,0.02,0,0.07,0.05,0.02,0,0
2020,2,19,11,110,-0.02,-0.03,0.07,-0.03,-0.05,0.01,-0.0112
2020,2,19,12,.,0.03,0,0.15,0.05,0.02,0,0
2020,2,19,13,.,0.02,0,0.02,0.03,-0.02,0.01,-0.0112
2020,2,19,15,.,-0.01,-0.02,0.01,0.02,0,0.01,-0.0112
2020,2,19,16,.,0.02,0.03,0.12,0.07,0.02,0,0
2020,2,19,17,.,0.01,-0.01,0.03,0.02,0.01,0,0
2020,2,19,18,.,0.04,0,0.09,0.05,0.02,0,0
2020,2,19,19,.,-0.03,0.06,-0.02,0,0.03,0,0
2020,2,19,20,.,0.04,0.03,0.08,0.04,0.04,-0.01,0.0112
2020,2,19,21,.,0.02,0.01,0.14,0.03,0.02,0,0
2020,2,19,22,.,0.04,0,0.16,0.11,0.01,0,0
2020,2,19,23,.,0.06,-0.01,0.05,0.13,-0.12,0.02,-0.0224
2020,2,19,24,.,0.02,0,0.07,0.01,0.02,0,0
2020,2,19,25,.,0.03,-0.03,0.03,-0.02,-0.1,0.02,-0.0224
2020,2,19,26,.,0.02,0,0.04,0.04,0,0,0
2020,2,19,27,.,0,-0.02,-0.13,0.03,0.01,0,0
2020,2,19,28,.,0.03,0.01,-0.02,0.02,0,0,0
2020,2,19,29,.,0.09,0.01,-0.02,0.07,0.05,-0.02,0.0224
2020,2,19,30,.,0.01,0.01,0.03,0.03,0.02,0,0
2020,2,19,31,.,-0.06,-0.03,-0.06,-0.02,0.01,0.01,-0.0112
2020,2,19,32,.,0.01,0.01,0.11,0.08,0.01,0,0
2020,2,19,33,.,0.07,0.02,0.1,0.15,0,0.01,-0.0112
2020,2,19,34,.,0.02,0,0.16,0.02,0.01,0,0
2020,2,19,35,.,0.02,0.04,0.05,0.03,0.03,0,0
2020,2,19,36,.,0.03,-0.02,0.11,-0.03,-0.09,0.02,-0.0224
2020,2,19,37,.,0.02,0.04,-0.09,0.03,0.02,0,0
2020,2,19,38,.,0,-0.04,-0.05,0.09,0.01,0.01,-0.0112
2020,2,19,39,.,0.03,0,0.14,0.03,0.02,0,0
2020,2,19,40,.,0.05,0.03,0.21,0.05,0.03,-0.01,0.0112
2020,2,19,41,.,0.05,0.03,0.51,0.06,0.01,-0.01,0.0112
2020,2,19,42,.,0.01,0,0.18,0.02,0.02,0,0
2020,2,19,44,.,0.04,-0.02,0.16,0,-0.05,0.01,-0.0112
2020,2,19,45,.,0.01,0,-0.13,0.01,0,0.01,-0.0112
2020,2,19,46,.,-0.05,-0.01,-0.04,0.01,0.01,0.01,-0.0112
2020,2,19,47,.,0.03,0.03,0.13,0.04,0.03,-0.01,0.0112
2020,2,19,48,.,-0.02,0,-0.12,0,0.03,0.01,-0.0112
2020,2,19,49,.,0.03,0.06,0.14,0.01,0.02,0,0
2020,2,19,50,.,0.06,0.02,0.09,0.1,-0.03,0.01,-0.0112
2020,2,19,51,.,0.02,0.02,0.06,0.03,0.02,0,0
2020,2,19,53,.,0.04,0.03,0.6,0.07,-0.02,-0.01,0.0112
2020,2,19,54,.,0.04,-0.03,0.11,0.02,0.01,0,0
2020,2,19,55,.,-0.01,0,0,0,0.02,0,0
2020,2,19,56,.,0,0,-0.02,-0.02,0.02,0,0
2020,2,20,1,.,-0.07,-0.06,-0.25,-0.01,0,0.03,-0.0302
2020,2,20,2,.,0.03,0.03,0.05,0.01,0.02,0,0
2020,2,20,4,.,0.05,0.02,0.21,0.05,-0.01,0,0
2020,2,20,5,.,0.02,0,0.03,0.01,0.01,0,0
2020,2,20,6,.,0.02,0.01,0.12,0.01,0,0,0
2020,2,20,8,.,0.02,0.02,-0.05,0,0,0,0
2020,2,20,9,.,0.02,-0.01,0.02,0.03,0.02,0,0
2020,2,20,10,.,0.03,0.01,-0.03,0.06,0.02,0,0
2020,2,20,11,110,0.01,-0.06,0.1,-0.01,-0.05,0.02,-0.0201
2020,2,20,12,.,0.02,0.01,0.1,0.04,0.01,0,0
2020,2,20,13,.,-0.06,-0.07,-0.36,-0.01,-0.04,0.04,-0.0402
2020,2,20,15,.,0.02,0.01,0.06,0.02,0,0,0
2020,2,20,16,.,0.05,0.03,0.16,0.07,0.02,0,0
2020,2,20,17,.,0,0,0,0,0.02,0,0
2020,2,20,18,.,0.03,-0.01,0.01,0.05,0.01,0,0
2020,2,20,19,.,-0.01,0.05,0,-0.02,0.01,0.01,-0.0101
2020,2,20,20,.,-0.02,-0.07,-0.03,-0.02,-0.01,0.01,-0.0101
2020,2,20,21,.,0,-0.01,-0.04,0.02,0.01,0,0
2020,2,20,22,.,0,-0.01,-0.24,0.01,-0.01,0.03,-0.0302
2020,2,20,23,.,0.08,0.02,0.05,0.08,-0.09,0.02,-0.0201
2020,2,20,24,.,0.01,0,-0.06,0,0.02,0,0
2020,2,20,25,.,0.03,-0.02,-0.01,-0.02,-0.08,0.02,-0.0201
2020,2,20,26,.,0.02,-0.01,0.02,0.05,0,0,0
2020,2,20,27,.,-0.02,-0.02,-0.14,0,0.01,0.01,-0.0101
2020,2,20,28,.,-0.05,-0.04,-0.2,0,-0.01,0.03,-0.0302
2020,2,20,29,.,0.01,0,0.01,0.03,0.03,0,0
2020,2,20,30,.,0.06,0.01,0.04,0.05,0.02,-0.01,0.0101
2020,2,20,31,.,0.01,-0.01,0.04,0.03,0.01,0.01,-0.0101
2020,2,20,32,.,0.04,0.01,0.08,0.04,0.01,0,0
2020,2,20,33,.,0.07,0.02,0.16,0.17,0.03,0,0
2020,2,20,34,.,0.01,-0.01,0.02,0.01,0,0,0
2020,2,20,35,.,0.04,0.04,0.08,0.05,0.01,0,0
2020,2,20,36,.,0.02,-0.03,0,-0.03,-0.09,0.02,-0.0201
2020,2,20,37,.,-0.1,0.05,-0.31,-0.07,-0.06,0.07,-0.0704
2020,2,20,38,.,0.04,-0.01,0.07,0.05,0.01,0,0
2020,2,20,39,.,0.02,0,0.02,0.02,0.02,0,0
2020,2,20,40,.,0.02,0,-0.04,0.02,0.01,0,0
2020,2,20,41,.,0.04,0.04,0.33,0.04,0.01,-0.01,0.0101
2020,2,20,42,.,0.01,-0.01,0.1,0.01,0.01,0,0
2020,2,20,44,.,0.04,-0.04,0.07,0.01,-0.04,0.01,-0.0101
2020,2,20,45,.,-0.07,-0.05,-0.29,-0.01,-0.01,0.04,-0.0402
2020,2,20,46,.,0.01,0.03,0.07,0.06,0.01,0,0
2020,2,20,47,.,-0.05,-0.03,-0.18,-0.01,0,0.02,-0.0201
2020,2,20,48,.,-0.01,-0.02,-0.13,-0.01,0.01,0.01,-0.0101
2020,2,20,49,.,0.04,0.06,0.17,0.04,0.02,0,0
2020,2,20,50,.,0.07,0.02,0.02,0.07,-0.01,0.01,-0.0101
2020,2,20,51,.,-0.02,0.03,-0.07,0.01,0.01,0.02,-0.0201
2020,2,20,53,.,0.04,0.03,0.53,0.05,-0.02,0,0
2020,2,20,54,.,0.02,-0.03,0,0.02,0.02,0.01,-0.0101
2020,2,20,55,.,0,-0.01,-0.02,0,0.02,0,0
2020,2,20,56,.,0.05,0.05,0.04,0.06,0.01,0,0
2020,2,21,1,.,0.03,0,0.12,0.09,0.01,0,6.96E-08
2020,2,21,2,.,-0.01,-0.02,0.01,0.05,0.05,0,6.96E-08
2020,2,21,4,.,0.02,0.01,0.1,0.04,0,0,6.96E-08
2020,2,21,5,.,0.05,0,0.19,0.02,0.02,-0.01,0.00968
2020,2,21,6,.,0.01,0,0.08,0,0.01,0,6.96E-08
2020,2,21,8,.,0.03,0.03,0.04,0.03,0.03,-0.01,0.00968
2020,2,21,9,.,0.01,-0.05,-0.03,0.01,0.01,0.01,-0.00968
2020,2,21,10,.,0.01,-0.02,-0.11,0.01,0.02,0,6.96E-08
2020,2,21,11,110,-0.03,-0.11,0.07,-0.03,-0.05,0.02,-0.0194
2020,2,21,12,.,0,-0.01,-0.12,0,0,0.01,-0.00968
2020,2,21,13,.,0.02,-0.01,0.23,0.04,-0.03,0,6.96E-08
2020,2,21,15,.,0.01,-0.01,0.07,0.02,0.02,0,6.96E-08
2020,2,21,16,.,0.04,0.02,0.22,0.07,0.03,-0.01,0.00968
2020,2,21,17,.,0.02,0,0.05,0.05,0.02,-0.01,0.00968
2020,2,21,18,.,0.04,-0.02,0.12,0.06,0.02,-0.01,0.00968
2020,2,21,19,.,0.09,0.06,0.13,0.04,0.03,-0.03,0.029
2020,2,21,20,.,0.09,-0.04,0.22,0.04,0.07,-0.03,0.029
2020,2,21,21,.,0.02,0.02,0.12,0.03,0.02,0,6.96E-08
2020,2,21,22,.,0.08,0.05,0.13,0.16,-0.01,0,6.96E-08
2020,2,21,23,.,0.03,-0.04,-0.02,0.04,-0.11,0.03,-0.029
2020,2,21,24,.,-0.01,-0.03,-0.04,-0.01,0.03,0,6.96E-08
2020,2,21,25,.,0,-0.06,-0.09,-0.03,-0.09,0.03,-0.029
2020,2,21,26,.,-0.01,-0.05,0.04,0.09,0,0.01,-0.00968
2020,2,21,27,.,0.02,0.03,0.06,0.08,0.02,0,6.96E-08
2020,2,21,28,.,0.01,0,0.02,0.09,0,0,6.96E-08
2020,2,21,29,.,0.1,-0.02,0.23,0.09,0.18,-0.02,0.0194
2020,2,21,30,.,0.04,0.01,0.03,0.04,0.02,-0.01,0.00968
2020,2,21,31,.,0.08,0.03,0.21,0.07,0.02,-0.01,0.00968
2020,2,21,32,.,0.02,0.02,0.13,0.02,0.01,0,6.96E-08
2020,2,21,33,.,0.01,-0.03,0.09,0.12,0.01,0.01,-0.00968
2020,2,21,34,.,-0.01,-0.03,-0.02,0,0.02,0.01,-0.00968
2020,2,21,35,.,0.03,0.06,0,0.03,0.05,-0.01,0.00968
2020,2,21,36,.,-0.01,-0.05,-0.08,-0.06,-0.09,0.03,-0.029
2020,2,21,37,.,-0.08,-0.14,-0.13,-0.05,-0.19,0.09,-0.0871
2020,2,21,38,.,0.04,-0.02,0.12,0.07,0.04,0,6.96E-08
2020,2,21,39,.,0.02,-0.02,0.19,0.06,0.03,0,6.96E-08
2020,2,21,40,.,0.03,-0.03,0.02,0.03,0.03,0,6.96E-08
2020,2,21,41,.,0.04,0.01,0.37,0.07,0.04,-0.01,0.00968
2020,2,21,42,.,0,-0.02,0.06,0.01,0.03,0.01,-0.00968
2020,2,21,44,.,0.02,-0.07,0.01,-0.01,-0.03,0.02,-0.0194
2020,2,21,45,.,0.02,-0.02,-0.07,0.05,-0.02,0.01,-0.00968
2020,2,21,46,.,0.04,0.06,0.22,0.04,0.05,-0.01,0.00968
